,name,city,content,score,date
199,Asuraa,Cook Islands,这种贩卖情怀，反智倾向，美化代购，妖魔化药企，不承认科研与创新的知识产权价值，替ZF甩锅的电影，太可怕了!,很差,2018-07-06
200,sterdam,关注此人,我们终于成功学会了韩国某种现实题材类型片讲故事的方式。这个反映现实的片子好看，却又并没有触及什么现实。它给徐峥、周一围包括牧师所设定的若干道德两难命题，流于表面，并不复杂和纠结，至少没揪起我作为一个观众的心。中国观众需要《药神》这样好看的电影，但这样的电影绝不能止于好看而已。,推荐,2018-07-08
201,River,关注此人,非常赞同的一句话—“不能因为题材好，就可以无视其他的都给高分吧”,还行,2018-07-04
202,金正峰江湖骗子,关注此人,达拉斯粉激情打分~,力荐,2018-07-04
203,为人帅表,吉林长春,走的是辛德勒名单的路子，可惜不敢打老虎，只是在老虎的默许下把狐狸揍了一顿，这极大的削弱了电影的力量，别跟韩影比了，比不了。,还行,2018-07-05
204,mumudancing,上海,好看的电影无非三种：极爽，极美，极有共鸣。人人都怕老病死，人人都怕上下为难的中年，人人都有为谋生计不得不做的事情，人人亦都向往真与善……是这些时刻集中起来让煽情的中年油腻英雄不那么脱离现实。瑕不掩瑜，从长远来看，也许它是一部可以和《熔炉》相提并论的电影。,推荐,2018-07-04
205,Wendy,浙江杭州,徐峥要横扫影帝大奖。,力荐,2018-07-01
206,盒饭,北京,一部能让中国电影人挺起腰杆的电影。推荐每位学法律的同仁都去看看，对我们的职业一定会有更丰富深刻的理解。,力荐,2018-07-01
207,肖浑,河南信阳,徐峥从小人物到救世主被拔得有点太急太高了，最后煽情让我憋眼泪憋得头疼，有几个场面过于戏剧化，不过都可以理解，依然值得鼓励。,推荐,2018-07-06
208,ChrisKirk,北京,看到两股势力的交锋，却没看到锋芒下的冒险精神，题材本身所具有的深度在迫击炮般的泪点轰击下被冲淡不少，更何况此中个人神化的倾向性太过乖张，虽能一语中的指出诟病所在，但这样的蜻蜓点水无论从哪个角度看都像极一场模式化的兜售，权衡和融合后本质也仍是求稳心理，但这不能怪创作者，大环境如此。,还行,2018-07-03
209,Asuraa,Cook Islands,这种贩卖情怀，反智倾向，美化代购，妖魔化药企，不承认科研与创新的知识产权价值，替ZF甩锅的电影，太可怕了!,很差,2018-07-06
210,巴伐利亞酒神,上海,几乎零差错的优秀商业电影，完全符合一部出色商业片的所有布局。徐峥奉献了一次能拿奖到手软的表演，几个配角的塑造的也相当成功，有血有肉，煽情也恰到好处。开头便直接用字幕告诉你取材于真实事件，加之病魔缠身后那种无力又痛楚的压迫感，真的很容易让观众产生同理心，所以电影口碑爆棚也不奇怪。,推荐,2018-07-04
211,纤纤,天津,看完电影出了影院，马上给在保险公司的朋友去了电话，第一次主动想为自己多备点安全感。,推荐,2018-07-04
212,法兰西胶片,北京,三星半。娴熟，融洽，也触碰到最后那道坎，很满足了。另外我必须复制粘贴一下我在《辩护人》短评里写的内容：在济州岛的第二天，包了个车，和韩国司机导游表达了2013年整个韩国电影对中国影迷的影响，他很不可思议：“真的这样吗？哦，很有意思。”,推荐,2018-06-19
213,欢乐分裂,上海,3.5；题材制胜，不无煽情仍是动人，“长的是磨难短的是人生”贫穷是无法医治的病，资本社会里情义无法开出希望的空头支票，底层蝼蚁的微茫呐喊虽无异于蚍蜉撼树，但透过这微光或许还有挣扎的可能；从浑噩到清醒，并无神祇降临，唯有自救自渡，尺度拿捏准确，戏剧层面的现实视野，太需要这样的国产片。,推荐,2018-07-01
214,Ada Wang,广东深圳,对结局稍有失望和遗憾，如果导演在男主被关押上车后街上病人行注目礼黑屏戛然而止显然会更加真实，更加引人深思。只可惜后面又多了几秒呵呵，有时候，我们需要等待社会进步，福利越来越好，但是有些生命已经等不起了，这个残酷的问题丢给了观众，我渴望着一个答案。优秀的反思现实的国产片但是分数虚高,推荐,2018-07-04
215,Duckweed,江苏苏州,抄袭抄袭抄袭啊麻烦清醒一点！,很差,2018-07-05
216,刘康康,北京,可以说达到了韩国社会问题片的水准，与其跟《达拉斯买家俱乐部》对比，倒不如跟《辩护人》、《熔炉》对比，相似点更多。当然也有韩国电影一样用力过猛、煽情太过的毛病，比如最后病人自发来到马路边送行。但整体还是让人惊喜，希望这样的电影越来越多。,推荐,2018-07-01
217,尾巴翘到天上了,上海,想对勇哥说，你就是药神。,力荐,2018-07-07
218,眠去,山东青岛,我更喜欢原型故事。,还行,2018-07-05
219,妖灵妖,上海,非寻常视野里的上海,推荐,2018-06-30
220,巴伐利亞酒神,上海,几乎零差错的优秀商业电影，完全符合一部出色商业片的所有布局。徐峥奉献了一次能拿奖到手软的表演，几个配角的塑造的也相当成功，有血有肉，煽情也恰到好处。开头便直接用字幕告诉你取材于真实事件，加之病魔缠身后那种无力又痛楚的压迫感，真的很容易让观众产生同理心，所以电影口碑爆棚也不奇怪。,推荐,2018-07-04
221,纤纤,天津,看完电影出了影院，马上给在保险公司的朋友去了电话，第一次主动想为自己多备点安全感。,推荐,2018-07-04
222,法兰西胶片,北京,三星半。娴熟，融洽，也触碰到最后那道坎，很满足了。另外我必须复制粘贴一下我在《辩护人》短评里写的内容：在济州岛的第二天，包了个车，和韩国司机导游表达了2013年整个韩国电影对中国影迷的影响，他很不可思议：“真的这样吗？哦，很有意思。”,推荐,2018-06-19
223,欢乐分裂,上海,3.5；题材制胜，不无煽情仍是动人，“长的是磨难短的是人生”贫穷是无法医治的病，资本社会里情义无法开出希望的空头支票，底层蝼蚁的微茫呐喊虽无异于蚍蜉撼树，但透过这微光或许还有挣扎的可能；从浑噩到清醒，并无神祇降临，唯有自救自渡，尺度拿捏准确，戏剧层面的现实视野，太需要这样的国产片。,推荐,2018-07-01
224,Ada Wang,广东深圳,对结局稍有失望和遗憾，如果导演在男主被关押上车后街上病人行注目礼黑屏戛然而止显然会更加真实，更加引人深思。只可惜后面又多了几秒呵呵，有时候，我们需要等待社会进步，福利越来越好，但是有些生命已经等不起了，这个残酷的问题丢给了观众，我渴望着一个答案。优秀的反思现实的国产片但是分数虚高,推荐,2018-07-04
225,Duckweed,江苏苏州,抄袭抄袭抄袭啊麻烦清醒一点！,很差,2018-07-05
226,刘康康,北京,可以说达到了韩国社会问题片的水准，与其跟《达拉斯买家俱乐部》对比，倒不如跟《辩护人》、《熔炉》对比，相似点更多。当然也有韩国电影一样用力过猛、煽情太过的毛病，比如最后病人自发来到马路边送行。但整体还是让人惊喜，希望这样的电影越来越多。,推荐,2018-07-01
227,尾巴翘到天上了,上海,想对勇哥说，你就是药神。,力荐,2018-07-07
228,眠去,山东青岛,我更喜欢原型故事。,还行,2018-07-05
229,妖灵妖,上海,非寻常视野里的上海,推荐,2018-06-30
230,尽欢,江苏南京,我承认，我犯法了，无论怎么判决，我没有异议。我只希望，未来这个社会可以变的更好一点。,力荐,2018-07-01
231,乐乐,江苏南京,看的点映。面对法理与情理之间的冲突。药贩程勇给出了自己的答案，警察曹斌给出了自己的答案，众多白血病患者也给出了自己的答案。虽然这部电影不像《素媛》和《熔炉》那样推动了法律的改革。但是用电影记录下我国在医疗改革的过程中发生的故事也是有意义的。,力荐,2018-06-30
232,每日可爱二百人,河南郑州,当然不能跟影史上那些堪称伟大的纪实电影相比，也不能用过高的艺术标准去衡量它。硬去推敲细节的话，是有粗糙和漏洞的，煽情也过度了些。但作为商业片，在中国这样的审查制度下，拍到这个程度已经很好了。学不了美国，学学韩国印度，用电影揭露和改变社会，最好；暂时改变不了，能引起重视也是好的呀。,推荐,2018-07-06
233,丹丹面,关注此人,一部还没有正式上映的电影，就有5万多人评论，并给出了9分的超高分，实在是不懂，先给1星往回拉一下,很差,2018-07-04
234,萨库拉,香港,戏里戏外，每一层文本都很中国。中国式现实主义其实是个童话，中国人世世代代都需要假想的侠，中国人有了钱就有了尊严可以砸人跳脱衣舞，中国电影的逻辑置换绕太多弯外国人大概看不懂，所以这个片子在中国取得巨大成功并没有什么好奇怪的，它迎合的是每个中国人的X点。,还行,2018-07-07
235,王写写,北京,3.5，上海买家俱乐部。整体还不错，前半段展开分寸拿捏的可以，后面过度煽情了，几乎五六分钟就要来一段情感宣泄，用台词对主题的不断强调也显得重复。最后十里长街送药神的配乐也太主旋律了。感觉作者后面没沉住气，急切地想把所有话都说出来。,还行,2018-06-27
236,猪大勇,"Los Angeles, United States",几处过度的感情渲染和最后字幕、车里对话所显示的“求生欲”，并不妨碍这部电影的优秀。要放在一水国产电影里评价的话，光取材就可以打满星。,推荐,2018-07-07
237,蝉毛,江苏南京,周一围对徐峥说：你还是去卖壮阳药吧……这结尾感觉收得太妙了！,推荐,2018-07-12
238,百里即墨殇,北京,上周末看的电影，开头一段印度咖喱曲想起，就很嗨想抖腿，笑点自然也算密集，情节铺开对我来说比较自然，后半段哭了但不是很夸张的哭，就很自然的想落泪～我很喜欢这种现实题材，但感觉好像大陆较少，徐峥稳～周一围帅～王传君颠覆～黄毛血性～教父搞笑～酒吧经理骚！！！,力荐,2018-07-04
239,红豆♥,"Sydney, Australia",永远治不好的穷病,力荐,2018-07-04
240,尽欢,江苏南京,我承认，我犯法了，无论怎么判决，我没有异议。我只希望，未来这个社会可以变的更好一点。,力荐,2018-07-01
241,乐乐,江苏南京,看的点映。面对法理与情理之间的冲突。药贩程勇给出了自己的答案，警察曹斌给出了自己的答案，众多白血病患者也给出了自己的答案。虽然这部电影不像《素媛》和《熔炉》那样推动了法律的改革。但是用电影记录下我国在医疗改革的过程中发生的故事也是有意义的。,力荐,2018-06-30
242,每日可爱二百人,河南郑州,当然不能跟影史上那些堪称伟大的纪实电影相比，也不能用过高的艺术标准去衡量它。硬去推敲细节的话，是有粗糙和漏洞的，煽情也过度了些。但作为商业片，在中国这样的审查制度下，拍到这个程度已经很好了。学不了美国，学学韩国印度，用电影揭露和改变社会，最好；暂时改变不了，能引起重视也是好的呀。,推荐,2018-07-06
243,丹丹面,关注此人,一部还没有正式上映的电影，就有5万多人评论，并给出了9分的超高分，实在是不懂，先给1星往回拉一下,很差,2018-07-04
244,萨库拉,香港,戏里戏外，每一层文本都很中国。中国式现实主义其实是个童话，中国人世世代代都需要假想的侠，中国人有了钱就有了尊严可以砸人跳脱衣舞，中国电影的逻辑置换绕太多弯外国人大概看不懂，所以这个片子在中国取得巨大成功并没有什么好奇怪的，它迎合的是每个中国人的X点。,还行,2018-07-07
245,王写写,北京,3.5，上海买家俱乐部。整体还不错，前半段展开分寸拿捏的可以，后面过度煽情了，几乎五六分钟就要来一段情感宣泄，用台词对主题的不断强调也显得重复。最后十里长街送药神的配乐也太主旋律了。感觉作者后面没沉住气，急切地想把所有话都说出来。,还行,2018-06-27
246,猪大勇,"Los Angeles, United States",几处过度的感情渲染和最后字幕、车里对话所显示的“求生欲”，并不妨碍这部电影的优秀。要放在一水国产电影里评价的话，光取材就可以打满星。,推荐,2018-07-07
247,蝉毛,江苏南京,周一围对徐峥说：你还是去卖壮阳药吧……这结尾感觉收得太妙了！,推荐,2018-07-12
248,百里即墨殇,北京,上周末看的电影，开头一段印度咖喱曲想起，就很嗨想抖腿，笑点自然也算密集，情节铺开对我来说比较自然，后半段哭了但不是很夸张的哭，就很自然的想落泪～我很喜欢这种现实题材，但感觉好像大陆较少，徐峥稳～周一围帅～王传君颠覆～黄毛血性～教父搞笑～酒吧经理骚！！！,力荐,2018-07-04
249,红豆♥,"Sydney, Australia",永远治不好的穷病,力荐,2018-07-04
250,托尼·王大拿,"La Habana, Cuba",有些地方的那群众呼声，不还是早年间献礼片那一套？但带着镣铐起舞的技法成熟度体现在文本和影像上，尤其剪辑，虽不大胆，但看的舒心，节奏感特顺溜。,推荐,2018-07-05
251,ღ 狐不悔，,浙江宁波,“他有什么罪啊，他只是想活而已！”很难的，能在国内影院看见这类片的上映。感恩，祝福。,力荐,2018-07-04
252,Vamei,上海,把一点恻隐之心，都留给这部电影。,力荐,2018-07-03
253,bekey,四川成都,看了点映，也看了好多评论，真的是很激动也很幸运能和很多人一起有同感想要点赞，能看到这么好的电影，真的是各位老师们的共同努力！徐峥、王传君还有周一围，演技真的杠杠的，一下将人拉进去剧情中！！！期待上映后的再度光临~,力荐,2018-07-01
254,张春[阿卡纳],福建厦门,热评导致没哭的我感觉自己是不是反社会…,推荐,2018-07-08
255,那个男人,湖北恩施,徐峥渐渐宋康昊化了，照这个趋势，影帝是跑不了的。恭喜徐峥。不过，制药公司定这么高的价格，真没毛病，药物的研发成本极高，如果不保护产权帮助制药公司收回成本。那请问，新的药谁去研发？医药行业还要不要进步？,力荐,2018-07-04
256,皮革业,北京,不管到底出于什么原因，对题材边界的突破都值得肯定。另外，怎么都那么把打分当回事啊，还最终评分7.3、7.4的，想当高考阅卷老师还是体操裁判啊……,推荐,2018-07-05
257,白眉道长,广东广州,光是挑战这种题材的勇气，就值得打五星,力荐,2018-07-03
258,弹球小姐Lydia,上海,没想到啊你个春光灿烂猪八戒，有两把刷子啊,推荐,2018-07-03
259,Y.Phoenix,北京,实属国产佳作，但不至于被捧上神坛。富有争议的题材，出色的表演，真实事件改编，可惜不能还原幕后真实利益关系，迫于需要过审，只能脸谱化谄媚处理，后半段煽情技法非常奏效，但缺乏电影的高级感。这样的题材可以过审，而且排片可以像商业大片一样如此密集，实属不易。,推荐,2018-07-07
260,托尼·王大拿,"La Habana, Cuba",有些地方的那群众呼声，不还是早年间献礼片那一套？但带着镣铐起舞的技法成熟度体现在文本和影像上，尤其剪辑，虽不大胆，但看的舒心，节奏感特顺溜。,推荐,2018-07-05
261,ღ 狐不悔，,浙江宁波,“他有什么罪啊，他只是想活而已！”很难的，能在国内影院看见这类片的上映。感恩，祝福。,力荐,2018-07-04
262,Vamei,上海,把一点恻隐之心，都留给这部电影。,力荐,2018-07-03
263,bekey,四川成都,看了点映，也看了好多评论，真的是很激动也很幸运能和很多人一起有同感想要点赞，能看到这么好的电影，真的是各位老师们的共同努力！徐峥、王传君还有周一围，演技真的杠杠的，一下将人拉进去剧情中！！！期待上映后的再度光临~,力荐,2018-07-01
264,张春[阿卡纳],福建厦门,热评导致没哭的我感觉自己是不是反社会…,推荐,2018-07-08
265,那个男人,湖北恩施,徐峥渐渐宋康昊化了，照这个趋势，影帝是跑不了的。恭喜徐峥。不过，制药公司定这么高的价格，真没毛病，药物的研发成本极高，如果不保护产权帮助制药公司收回成本。那请问，新的药谁去研发？医药行业还要不要进步？,力荐,2018-07-04
266,皮革业,北京,不管到底出于什么原因，对题材边界的突破都值得肯定。另外，怎么都那么把打分当回事啊，还最终评分7.3、7.4的，想当高考阅卷老师还是体操裁判啊……,推荐,2018-07-05
267,白眉道长,广东广州,光是挑战这种题材的勇气，就值得打五星,力荐,2018-07-03
268,弹球小姐Lydia,上海,没想到啊你个春光灿烂猪八戒，有两把刷子啊,推荐,2018-07-03
269,Y.Phoenix,北京,实属国产佳作，但不至于被捧上神坛。富有争议的题材，出色的表演，真实事件改编，可惜不能还原幕后真实利益关系，迫于需要过审，只能脸谱化谄媚处理，后半段煽情技法非常奏效，但缺乏电影的高级感。这样的题材可以过审，而且排片可以像商业大片一样如此密集，实属不易。,推荐,2018-07-07
270,梅山君,Christmas Islands,里面好几个片段让人动容落泪，大概感同身受都是因为活在中国，体会过看病难看病贵看病苦这些状况，都是想努力活下去的人，有什么罪吗？,力荐,2018-07-04
271,太常寺协律郎,香港,好。但是从2002到2018，又是多少生命和家庭。,力荐,2018-07-07
272,维城乱马,云南昆明,在此之前，我们只有改变电影的国家；在此之后，也许我们也可以有改变国家的电影。希望这一天早点到来。,力荐,2018-07-07
273,葱花饼,河南郑州,力荐!绝对值得一看的好片子。探讨人性与社会。观影的过程会因为幽默而大笑，但是心中始终感觉到那些底层人的悲伤。很喜欢的几个人物意料之中的死去了，法与情冲突起来有时让人绝望，好在结局让我看到了希望。,力荐,2018-07-04
274,赫恩曼尼,"San Francisco Bay Area, United States",第一次看点映，非常震撼的好片子！国产电影终于也可以不逃避现实问题了，情节、转折、人物处理得都非常到位！徐峥演技炸裂，几个配角闪闪发光。等上映之后可以二刷！,力荐,2018-07-01
275,肖恩恩恩恩肖,上海,好看的部分，太久没看到这种真实了！生活环境是真实的，情绪是真实的，困境也是真实的，甚至女主角是一个真实的上了年纪的美女，有真实的皱纹！真实才能带来沉浸体验。不好看的部分，就是唯一看出人工痕迹的地方，道德审判太明显，限制了更多的角度。,推荐,2018-07-03
276,Eco,上海,这种电影，给个五星容易，给三星很难。,还行,2018-07-04
277,袁长庚,广东深圳,需要多少滑稽和猥琐才能讲一个高尚的故事，需要多少眼泪和亲情的糖衣才能吐一口反对的唾沫，需要多少条命多少升血才能论证救赎的必要意义？别问我对这个电影的看法，这特么哪是电影能聊的出来的？,推荐,2018-07-09
278,李洙赫的老婆,关注此人,谁标记的达拉斯啊？这是真实事件改编的，分的清哪个在前哪个是在后吗？还有个别品味高贵冷艳还要diss他人观影口味的，黑也要有点水准吧，我们那场实打实的抽泣声一片，要讨厌请代表你个人，别弄得好像爱看的人才是另类。,力荐,2018-07-04
279,汪金卫,北京,电影将“陆勇案”进行了戏剧化改编，把主角的身份由病人改编成商人（这一改编对整个故事架构、人物设定造成很大影响），并以男女老青各种阶级身份的病人、家属作为配角，展现了病人弱势群体众生相。将大医药厂商代表立为反派（迎合国情？）。在中国电影创作环境下，本片确实为难得的关注现实题材的力作。编、导、演整体不错，但也不够突出，仍有不少套路与瑕疵。不时出现的喜剧元素减少了苦难煽情成分，但也削弱了稳重的现实风格。警察角色不够立体，其表达出的善意缺乏动机。结尾为过审而“正能量”的风格也让人遗憾。演员表演和剧本的深度、完成度与《达拉斯买家俱乐部》以及诸多韩片现实题材电影相比尚有差距。值得鼓励，但不值得过誉,还行,2018-07-01
280,梅山君,Christmas Islands,里面好几个片段让人动容落泪，大概感同身受都是因为活在中国，体会过看病难看病贵看病苦这些状况，都是想努力活下去的人，有什么罪吗？,力荐,2018-07-04
281,太常寺协律郎,香港,好。但是从2002到2018，又是多少生命和家庭。,力荐,2018-07-07
282,维城乱马,云南昆明,在此之前，我们只有改变电影的国家；在此之后，也许我们也可以有改变国家的电影。希望这一天早点到来。,力荐,2018-07-07
283,葱花饼,河南郑州,力荐!绝对值得一看的好片子。探讨人性与社会。观影的过程会因为幽默而大笑，但是心中始终感觉到那些底层人的悲伤。很喜欢的几个人物意料之中的死去了，法与情冲突起来有时让人绝望，好在结局让我看到了希望。,力荐,2018-07-04
284,赫恩曼尼,"San Francisco Bay Area, United States",第一次看点映，非常震撼的好片子！国产电影终于也可以不逃避现实问题了，情节、转折、人物处理得都非常到位！徐峥演技炸裂，几个配角闪闪发光。等上映之后可以二刷！,力荐,2018-07-01
285,肖恩恩恩恩肖,上海,好看的部分，太久没看到这种真实了！生活环境是真实的，情绪是真实的，困境也是真实的，甚至女主角是一个真实的上了年纪的美女，有真实的皱纹！真实才能带来沉浸体验。不好看的部分，就是唯一看出人工痕迹的地方，道德审判太明显，限制了更多的角度。,推荐,2018-07-03
286,Eco,上海,这种电影，给个五星容易，给三星很难。,还行,2018-07-04
287,袁长庚,广东深圳,需要多少滑稽和猥琐才能讲一个高尚的故事，需要多少眼泪和亲情的糖衣才能吐一口反对的唾沫，需要多少条命多少升血才能论证救赎的必要意义？别问我对这个电影的看法，这特么哪是电影能聊的出来的？,推荐,2018-07-09
288,李洙赫的老婆,关注此人,谁标记的达拉斯啊？这是真实事件改编的，分的清哪个在前哪个是在后吗？还有个别品味高贵冷艳还要diss他人观影口味的，黑也要有点水准吧，我们那场实打实的抽泣声一片，要讨厌请代表你个人，别弄得好像爱看的人才是另类。,力荐,2018-07-04
289,汪金卫,北京,电影将“陆勇案”进行了戏剧化改编，把主角的身份由病人改编成商人（这一改编对整个故事架构、人物设定造成很大影响），并以男女老青各种阶级身份的病人、家属作为配角，展现了病人弱势群体众生相。将大医药厂商代表立为反派（迎合国情？）。在中国电影创作环境下，本片确实为难得的关注现实题材的力作。编、导、演整体不错，但也不够突出，仍有不少套路与瑕疵。不时出现的喜剧元素减少了苦难煽情成分，但也削弱了稳重的现实风格。警察角色不够立体，其表达出的善意缺乏动机。结尾为过审而“正能量”的风格也让人遗憾。演员表演和剧本的深度、完成度与《达拉斯买家俱乐部》以及诸多韩片现实题材电影相比尚有差距。值得鼓励，但不值得过誉,还行,2018-07-01
290,FloriaZENG,福建厦门,说实话，九分真的过高了，但无可否认这部电影有他的感染力和闪光点，题材的意义和演员的魅力简直太大了，好几处让人无法不为之动容。尽管在节奏和部分剧情处理上还是有些不自然和过分煽情，但终究是值得令人尊重的国产片。对于那些说其媚俗的人，我替演员和背后的工作人员感到难过。,推荐,2018-07-07
291,五,上海,不喜欢后半截。啥时才可以别为理所应当的事情歌功颂德、痛哭流涕？啥时候才可以别要求别人具备社会身份（本片中是商人）以上的道德？啥时候才可以别牺牲了无数人，才给自己一句“时代进步总有代价、知错能改就是好的”？,null,2018-07-01
292,安德烈大叔,北京,《达拉斯》混《辛德勒》，国内少有的现实主义题材佳作，难能可贵为弱势群体发声。剧作标准朴素，具有一定批判性的同时也找到了尺度上的分寸，在伦理道德与社会制度的冲突之间传递人性之善，不仅对电影产业有益，也具备社会关怀的价值，当下环境太缺这种作品了。四星水准，再送上创作者的一星鼓励。,力荐,2018-07-04
293,路西法尔,北京,国产电影阉掉的结尾多少分都扣没了。在各方力量挤压下批判现实主义在当代已经完了，能指与所指脱节后迎来的是幻象批判主义。在影片里到处都是无意识：赚一笔就离开这里，一定把孩子送到国外，有了钱生命仍然欠缺意义……实际上把所有可能走过一遍之后，会发现唯一有效的路一开始已经摆在那了：去上访。,还行,2018-07-07
294,柏林苍穹下,广西南宁,“有一种病你救不了，就是穷病。” —— 底层立场的非典型国产片，而且还有几秒钟触碰到问题的实质。,力荐,2018-07-07
295,姬月梅,江苏南京,个人今年最佳国产，要刷很多遍。,力荐,2018-07-05
296,fateface,关注此人,有人说冲着敢拍这个社会题材就要好评。我觉得是很纯熟的商业片模式，该哭的地方哭，并没有意外。最后剧情失控了，往假大空的路上越走越远……,推荐,2018-07-09
297,叶阿福,山东青岛,"社会主义初级阶段的电影
电影院里男女老少的啜泣声，一结束就马上跑出来的我表示十！分！恐！怖！
1星原因实在是困惑为什么这么多5星？",很差,2018-07-05
298,梅花牛,北京,剧情紧凑、信息量大。能过审也是挺神奇的。好多年没看过这么酣畅淋漓的国产片儿了。,力荐,2018-07-06
299,心生,北京,四星半。讲的是过去的故事，但当然也会是一种投射，一种聚焦。在过去的影像时空里，角色讲着相信会更好，会让人下意识地立即着眼于另一个时空，相同的地域，不同的时间，类似的困苦、愤恨与折磨。但终究，还是要相信会更好吧。最终当然是要回归的，但前面完成的表达已经足够。,力荐,2018-07-06
300,FloriaZENG,福建厦门,说实话，九分真的过高了，但无可否认这部电影有他的感染力和闪光点，题材的意义和演员的魅力简直太大了，好几处让人无法不为之动容。尽管在节奏和部分剧情处理上还是有些不自然和过分煽情，但终究是值得令人尊重的国产片。对于那些说其媚俗的人，我替演员和背后的工作人员感到难过。,推荐,2018-07-07
301,五,上海,不喜欢后半截。啥时才可以别为理所应当的事情歌功颂德、痛哭流涕？啥时候才可以别要求别人具备社会身份（本片中是商人）以上的道德？啥时候才可以别牺牲了无数人，才给自己一句“时代进步总有代价、知错能改就是好的”？,null,2018-07-01
302,安德烈大叔,北京,《达拉斯》混《辛德勒》，国内少有的现实主义题材佳作，难能可贵为弱势群体发声。剧作标准朴素，具有一定批判性的同时也找到了尺度上的分寸，在伦理道德与社会制度的冲突之间传递人性之善，不仅对电影产业有益，也具备社会关怀的价值，当下环境太缺这种作品了。四星水准，再送上创作者的一星鼓励。,力荐,2018-07-04
303,路西法尔,北京,国产电影阉掉的结尾多少分都扣没了。在各方力量挤压下批判现实主义在当代已经完了，能指与所指脱节后迎来的是幻象批判主义。在影片里到处都是无意识：赚一笔就离开这里，一定把孩子送到国外，有了钱生命仍然欠缺意义……实际上把所有可能走过一遍之后，会发现唯一有效的路一开始已经摆在那了：去上访。,还行,2018-07-07
304,柏林苍穹下,广西南宁,“有一种病你救不了，就是穷病。” —— 底层立场的非典型国产片，而且还有几秒钟触碰到问题的实质。,力荐,2018-07-07
305,姬月梅,江苏南京,个人今年最佳国产，要刷很多遍。,力荐,2018-07-05
306,fateface,关注此人,有人说冲着敢拍这个社会题材就要好评。我觉得是很纯熟的商业片模式，该哭的地方哭，并没有意外。最后剧情失控了，往假大空的路上越走越远……,推荐,2018-07-09
307,叶阿福,山东青岛,"社会主义初级阶段的电影
电影院里男女老少的啜泣声，一结束就马上跑出来的我表示十！分！恐！怖！
1星原因实在是困惑为什么这么多5星？",很差,2018-07-05
308,梅花牛,北京,剧情紧凑、信息量大。能过审也是挺神奇的。好多年没看过这么酣畅淋漓的国产片儿了。,力荐,2018-07-06
309,心生,北京,四星半。讲的是过去的故事，但当然也会是一种投射，一种聚焦。在过去的影像时空里，角色讲着相信会更好，会让人下意识地立即着眼于另一个时空，相同的地域，不同的时间，类似的困苦、愤恨与折磨。但终究，还是要相信会更好吧。最终当然是要回归的，但前面完成的表达已经足够。,力荐,2018-07-06
310,罗四夕,重庆,看的今天的点映场，题材很深刻，很有现实意义，演员们表现都很不错，徐峥的表演起码值一个三金影帝吧,力荐,2018-07-01
311,瑾朵朵,湖北神农架林区,有啥别有病，没啥别没钱,null,2018-07-06
312,说的就是你,广东广州,很有意义的一部电影💪,力荐,2018-07-04
313,Emily,江苏苏州,2018年至今最佳电影，没有之一！从老奶奶对警察说“药假不假难道我们不知道吗”开始哭到最后，就像电影里说的，最大的病是穷病，没法治。希望通过这部电影反应出的问题能引起相关部门的重视，也希望国产片中能出现越来越多反映现实题材的佳作。,力荐,2018-07-04
314,恶魔的步调,浙江台州,韩式思路印式煽情的本土化达拉斯买家俱乐部,推荐,2018-07-01
315,Fenng,浙江杭州,一个印度宝莱坞式的精彩故事，折射中国社会的残酷现实。,力荐,2018-07-03
316,时间之葬,北京,从主题上讲，勇气可嘉，比绝症更令人绝望的，是利益操持下的强权制度。从手法上讲，这大概就是那种很多人希望国内能拍出来的“改变现实的电影”。,推荐,2018-06-18
317,刘土呆treasure,北京,我就问药企的研发费用谁买单？市场经济这么多年了，商人还是地主周扒皮嘴脸，都晓得吃饭不能搞人民公社大锅饭，吃药就一定要全民AA？谁不同情病人，谁不担心自己没有药，谁不渴望延续生命？但不代表这病人所得到的救赎就真的那么理所应当。,还行,2018-07-09
318,Jody.L 李九弟,江苏南京,"“我相信未来会好起来。希望这一天，早点来吧。”
我们终于有了为之骄傲的电影。
离开的人们，现在2018年了，看看这个世界吧。",力荐,2018-07-06
319,李濛Lemon,北京,片中的角色都面临法律与良知相悖的困境，而编剧也一直在故事深度与能否过审的两难中纠结。前半段黑色幽默，的确有《达拉斯买家俱乐部》的气质，后半段升华得有点过，滥煽情，但被演员的好演技平衡掉了。几乎所有角色的演技都值得吹上一波，徐峥和周一围少许的对手戏相当精彩。,推荐,2018-06-18
320,罗四夕,重庆,看的今天的点映场，题材很深刻，很有现实意义，演员们表现都很不错，徐峥的表演起码值一个三金影帝吧,力荐,2018-07-01
321,瑾朵朵,湖北神农架林区,有啥别有病，没啥别没钱,null,2018-07-06
322,说的就是你,广东广州,很有意义的一部电影💪,力荐,2018-07-04
323,Emily,江苏苏州,2018年至今最佳电影，没有之一！从老奶奶对警察说“药假不假难道我们不知道吗”开始哭到最后，就像电影里说的，最大的病是穷病，没法治。希望通过这部电影反应出的问题能引起相关部门的重视，也希望国产片中能出现越来越多反映现实题材的佳作。,力荐,2018-07-04
324,恶魔的步调,浙江台州,韩式思路印式煽情的本土化达拉斯买家俱乐部,推荐,2018-07-01
325,Fenng,浙江杭州,一个印度宝莱坞式的精彩故事，折射中国社会的残酷现实。,力荐,2018-07-03
