,name,city,content,score,date
184,张恩勾,北京,不知所云。,较差,2018-07-13
185,文森Vincent,贵州贵阳,可能是今年院线最恶趣味的商业片，姜文以泄愤姿态完成这部中国梦电影，里面塞满嬉笑讽刺、符号、腔调和性挑逗。影片前半段属于拿腔拿调的剪辑游戏和台词机关，后半段却陷入民族英雄事业的庸俗呐喊。姜文最近三部电影本质上都是“为成全自己而恶心他人”的宣泄品，彭于晏的角色被动得像是个性玩具。★★,较差,2018-07-13
186,57,北京,快来看呀，北京大院直男拍抗日神剧啦，中国人民快解放啦。,推荐,2018-07-13
187,七七,陕西西安,这场依然座无空席,力荐,2018-07-13
188,Madness灬,四川绵阳,李天然快30岁的人看起来像个智障。他13岁就能躲子弹他师父师姐都是垃圾。蓝先生布局二十年，这就是二十年的局的水平。,较差,2018-07-13
189,紅豆生南京,江苏南京,这分也掉太快了吧……很喜欢！有昆汀的恣睢，有徐皓峰的冷峻，但浪漫和美是姜文自己的。尤其摄影，赞的一逼！承认姜文在情节上有他的恶趣味，和观众之间也有一些误解。但起码美学上绝对是高级的。还真别不服气。“审美”这玩意一半以上的导演压根没有，他们能混得下去也就是仰仗这玩意一半以上的观众也没有。,推荐,2018-07-13
190,井河官邸,上海,其他不说，男主演员选的太败笔了,较差,2018-07-13
191,每日可爱二百人,河南郑州,感觉姜文所有电影都有着同一个极其鲜明的个人烙印。不喜欢姜文的另说，喜欢的朋友应该不会失望。反正比上一部紧凑，故事讲得也不错。而且姜文真的好偏心，不管片子里有多少风情各异的女明星，周韵永远是最聪明最沉稳最招人喜欢的能活到最后的那一个。,力荐,2018-07-13
192,徐若风,浙江杭州,3.5 类型完成很高的反类型片，无疑能比相似表达的《一步之遥》会更有观众缘。格局不大但内部指涉庞杂，表达的层次又显得混乱，如今必须把姜文的电影当一个时而落英缤纷时而碎不着调的童话或梦境看了。很难谈得上喜欢的原因是提取原著的元素稍程式化，眼前一亮的戏少。,推荐,2018-07-13
193,世界尽头,关注此人,感觉这次姜文导演柔和了不少，没有之前作品的犀利和锋芒。虽然之前的作品很多不被市场接受，但为了迎合观众而变得平庸我更不能接受。,还行,2018-07-13
194,布拉德·跳票,上海,姜文是真不知道害臊啊,很差,2018-07-13
195,Godnear,北京,尴尬的对白，尴尬的剧情，尴尬的逻辑，姜文想把电影拍得有趣，可是忽视了角色内在的感情，叙事的内在逻辑，花了这么长时间，这么多钱，可惜了。4/10 分不能再多。,较差,2018-07-13
196,血与冰激凌,北京,风格很姜文，但故事很平庸。人物塑造廖凡最佳，其余的人物包括彭于晏都过于简单。小说中国仇家恨的纠结在电影里不见踪影，留下了个傻白甜李天然唯「爸爸」是从。小说中极力营造的生活气，在影片中也干脆完全丢掉。于是，整部电影就极其简单的人物讲了个极其简单的故事，说真的姜文这么做减法我不满意。当然亮点依旧有，捧腹大笑的台词，黑色幽默的场景，以及卯足了劲儿的致敬。房檐上的动情，房檐下的战乱，这种浪漫化的处理倒是让影片有了点生趣。,还行,2018-07-13
197,Emily,江苏苏州,冲着姜文和廖凡去看的，姜文还是保持了一贯黑色幽默的风格，但可能期待过大，整体没有让子弹飞的惊喜，中间一段还很拖沓，三星吧,还行,2018-07-13
198,大旗虎皮,北京,犀利的讽刺和自我讽刺，对国运的悲叹和对北平的浪漫还原，让你完全猜不出剧情下一步如何发展的情节，在令人费解的台词和行动之下，是对国民性的深刻嘲讽。,推荐,2018-07-14
199,曼靑,关注此人,姜文是所有拍电影喜欢带老婆的中国导演里 把老婆拍得最美的——没有之一。姜文儿把我心中的李天然诠释得更可爱了一些，屋檐上飞檐走壁的戏实在太喜欢了 给这个民国侠士平添了一份浪漫。近一年看过的改编电影 质量皆上乘，几乎都超越了原著，并不是说书越来越不好看 只能说咱们的电影真的是越拍越好了。,推荐,2018-07-13
200,每日可爱二百人,河南郑州,感觉姜文所有电影都有着同一个极其鲜明的个人烙印。不喜欢姜文的另说，喜欢的朋友应该不会失望。反正比上一部紧凑，故事讲得也不错。而且姜文真的好偏心，不管片子里有多少风情各异的女明星，周韵永远是最聪明最沉稳最招人喜欢的能活到最后的那一个。,力荐,2018-07-13
201,徐若风,浙江杭州,3.5 类型完成很高的反类型片，无疑能比相似表达的《一步之遥》会更有观众缘。格局不大但内部指涉庞杂，表达的层次又显得混乱，如今必须把姜文的电影当一个时而落英缤纷时而碎不着调的童话或梦境看了。很难谈得上喜欢的原因是提取原著的元素稍程式化，眼前一亮的戏少。,推荐,2018-07-13
202,世界尽头,关注此人,感觉这次姜文导演柔和了不少，没有之前作品的犀利和锋芒。虽然之前的作品很多不被市场接受，但为了迎合观众而变得平庸我更不能接受。,还行,2018-07-13
203,布拉德·跳票,上海,姜文是真不知道害臊啊,很差,2018-07-13
204,57,北京,快来看呀，北京大院直男拍抗日神剧啦，中国人民快解放啦。,推荐,2018-07-13
205,Godnear,北京,尴尬的对白，尴尬的剧情，尴尬的逻辑，姜文想把电影拍得有趣，可是忽视了角色内在的感情，叙事的内在逻辑，花了这么长时间，这么多钱，可惜了。4/10 分不能再多。,较差,2018-07-13
206,血与冰激凌,北京,风格很姜文，但故事很平庸。人物塑造廖凡最佳，其余的人物包括彭于晏都过于简单。小说中国仇家恨的纠结在电影里不见踪影，留下了个傻白甜李天然唯「爸爸」是从。小说中极力营造的生活气，在影片中也干脆完全丢掉。于是，整部电影就极其简单的人物讲了个极其简单的故事，说真的姜文这么做减法我不满意。当然亮点依旧有，捧腹大笑的台词，黑色幽默的场景，以及卯足了劲儿的致敬。房檐上的动情，房檐下的战乱，这种浪漫化的处理倒是让影片有了点生趣。,还行,2018-07-13
207,Emily,江苏苏州,冲着姜文和廖凡去看的，姜文还是保持了一贯黑色幽默的风格，但可能期待过大，整体没有让子弹飞的惊喜，中间一段还很拖沓，三星吧,还行,2018-07-13
208,大旗虎皮,北京,犀利的讽刺和自我讽刺，对国运的悲叹和对北平的浪漫还原，让你完全猜不出剧情下一步如何发展的情节，在令人费解的台词和行动之下，是对国民性的深刻嘲讽。,推荐,2018-07-14
209,曼靑,关注此人,姜文是所有拍电影喜欢带老婆的中国导演里 把老婆拍得最美的——没有之一。姜文儿把我心中的李天然诠释得更可爱了一些，屋檐上飞檐走壁的戏实在太喜欢了 给这个民国侠士平添了一份浪漫。近一年看过的改编电影 质量皆上乘，几乎都超越了原著，并不是说书越来越不好看 只能说咱们的电影真的是越拍越好了。,推荐,2018-07-13
210,惘然,江苏南京,彭于晏真是个体面的小伙子啊！,推荐,2018-07-13
211,支离疏,云南昆明,哎…姜文的姿态，高高在下。,还行,2018-07-13
212,白玉堂,香港,被预告骗进的电影院，可能精华都在预告里了。彭于晏的口音真是让人出戏。,较差,2018-07-13
213,天亮天黑,北京,很多参加了点映会的媒体人，看完之后，都在说，这部电影，很姜文。但很少有人说，这部电影很好。今天看完早场，果然很姜文。能解读出许多细节，对原著也重新进行了解构处理，只不过，确实不是传统意义上好看的电影。,还行,2018-07-13
214,隐,北京,劲没散，神有些散。好是好看，少了余味。,推荐,2018-07-11
215,巴伐利亞酒神,上海,无论怎样，姜氏套路的血脉已然成型，那就是爽爽爽。不管这种爽，是大院式的爽，大爷式的爽，大烟式的爽，还是大巫式的爽。把一部电影拍的简单又有味道，其实并不简单。即便你手撕一个鬼子，把他撕得津津有味还是难以下咽，都是有分别的。在中国电影以取悦观众骗取票房为常态的今天，这种有自身鲜明特色的爽片还是多来几部吧。,推荐,2018-07-14
216,哪吒男,广东深圳,其实整个电影都可以在屋顶完成。,还行,2018-07-14
217,袁长庚,广东深圳,在成年人的世界里，哪有什么无心插柳，所有的隐喻都只不过之鸡贼过后的欲盖弥彰。,还行,2018-07-14
218,大海里的针,北京,比《一步之遥》好在讲明白了一个完整的故事，比《让子弹飞》差在各种无厘头、放飞自我的台词。姜文总想在电影里夹私货，植入很生硬，还总有人喜欢过度解读。拍电影不是写日记，不然跟你讽刺的蒋公有何区别？另外，彭于晏又卖肉了，要不要这么俗？演员只能这么用吗？,还行,2018-07-13
219,qw0aszx,浙江杭州,？？？？？？？？？？？？？？？？？？？？？？？？？？看完就觉得一步之遥真好看 3.0分★☆,很差,2018-07-14
220,惘然,江苏南京,彭于晏真是个体面的小伙子啊！,推荐,2018-07-13
221,支离疏,云南昆明,哎…姜文的姿态，高高在下。,还行,2018-07-13
222,白玉堂,香港,被预告骗进的电影院，可能精华都在预告里了。彭于晏的口音真是让人出戏。,较差,2018-07-13
223,天亮天黑,北京,很多参加了点映会的媒体人，看完之后，都在说，这部电影，很姜文。但很少有人说，这部电影很好。今天看完早场，果然很姜文。能解读出许多细节，对原著也重新进行了解构处理，只不过，确实不是传统意义上好看的电影。,还行,2018-07-13
224,隐,北京,劲没散，神有些散。好是好看，少了余味。,推荐,2018-07-11
225,巴伐利亞酒神,上海,无论怎样，姜氏套路的血脉已然成型，那就是爽爽爽。不管这种爽，是大院式的爽，大爷式的爽，大烟式的爽，还是大巫式的爽。把一部电影拍的简单又有味道，其实并不简单。即便你手撕一个鬼子，把他撕得津津有味还是难以下咽，都是有分别的。在中国电影以取悦观众骗取票房为常态的今天，这种有自身鲜明特色的爽片还是多来几部吧。,推荐,2018-07-14
226,哪吒男,广东深圳,其实整个电影都可以在屋顶完成。,还行,2018-07-14
227,袁长庚,广东深圳,在成年人的世界里，哪有什么无心插柳，所有的隐喻都只不过之鸡贼过后的欲盖弥彰。,还行,2018-07-14
228,大海里的针,北京,比《一步之遥》好在讲明白了一个完整的故事，比《让子弹飞》差在各种无厘头、放飞自我的台词。姜文总想在电影里夹私货，植入很生硬，还总有人喜欢过度解读。拍电影不是写日记，不然跟你讽刺的蒋公有何区别？另外，彭于晏又卖肉了，要不要这么俗？演员只能这么用吗？,还行,2018-07-13
229,qw0aszx,浙江杭州,？？？？？？？？？？？？？？？？？？？？？？？？？？看完就觉得一步之遥真好看 3.0分★☆,很差,2018-07-14
230,文越,黑龙江哈尔滨,当老一辈电影人如恒星般坍崩时，只有姜文在聚变下依旧持续爆发！补发：姜文很优秀。彭于晏也很优秀，但是彭于晏除了露肉无法与李天然形成一丝的共鸣，完全是姜导迎合女性观众与部分gay比的选角。,推荐,2018-07-13
231,小牛魔王,北京,姜文电影美学的一个突出特点是，通常一部好电影会在结尾达到狂欢的高潮，而姜文却总喜欢表达狂欢后的落寞，这却是非常写实的一种风格。CBD万达,力荐,2018-07-12
232,饥饿艺术家,"Harare (Salisbury), Zimbabwe",好像《太阳照常升起》啊！彭于晏和在《太阳》里的房祖名一样日常脸带腮红，醉态演技，有个共同的疯妈妈周韵（只不过周韵在《邪不压正》变身神秘小姐姐）许晴被打针和陈冲给黄秋生打针那里一样。因恋母没办法所以都睡了自己兄长角色的老婆，都不知道谁是自己父亲并试图弑父。整个是一出经典的俄狄浦斯。,推荐,2018-07-13
233,伯樵·阿苏勒,上海,太扯…,较差,2018-07-13
234,TWINKLE,北京,导演的脑残粉就比流量的脑残粉高级吗？除了尬吹一句“很姜文”还能夸出什么实质的东西？自以为是故作高深，连续两部烂片了，这还是那个《鬼子来了》的姜文吗？,较差,2018-07-13
235,Vi,上海,说一段相声，进一段剧情，上一阵打斗，来一场恋爱或风骚。姜文不遗余力展示自己爱妻家的身份，周韵任何时候都是圣洁的女神，其他女人都是春情满意的妖艳贱货，本质上来说姜文的字典里没有“尊重女性”四个字。,较差,2018-07-13
236,马小褂,北京,这片有多难看呢……宣发找我买微博电影打分，3000块，写个好评就行。没敢要。不是因为清高，但凡我要是能想出来怎么夸这钱我肯定拿呀。,较差,2018-07-13
237,柔光残血,辽宁葫芦岛,支持崔永元饰演的李天然复仇成功,力荐,2018-07-13
238,Annabelle,浙江宁波,姜文导演是认真在做电影，没有让人失望，另彭于晏证明自己除了肌肉还是有演技的,力荐,2018-07-13
239,似水年华,四川成都,亦正亦邪，黑色幽默，很有姜氏风格的一部电影。,推荐,2018-07-13
240,文越,黑龙江哈尔滨,当老一辈电影人如恒星般坍崩时，只有姜文在聚变下依旧持续爆发！补发：姜文很优秀。彭于晏也很优秀，但是彭于晏除了露肉无法与李天然形成一丝的共鸣，完全是姜导迎合女性观众与部分gay比的选角。,推荐,2018-07-13
241,小牛魔王,北京,姜文电影美学的一个突出特点是，通常一部好电影会在结尾达到狂欢的高潮，而姜文却总喜欢表达狂欢后的落寞，这却是非常写实的一种风格。CBD万达,力荐,2018-07-12
242,饥饿艺术家,"Harare (Salisbury), Zimbabwe",好像《太阳照常升起》啊！彭于晏和在《太阳》里的房祖名一样日常脸带腮红，醉态演技，有个共同的疯妈妈周韵（只不过周韵在《邪不压正》变身神秘小姐姐）许晴被打针和陈冲给黄秋生打针那里一样。因恋母没办法所以都睡了自己兄长角色的老婆，都不知道谁是自己父亲并试图弑父。整个是一出经典的俄狄浦斯。,推荐,2018-07-13
243,伯樵·阿苏勒,上海,太扯…,较差,2018-07-13
244,TWINKLE,北京,导演的脑残粉就比流量的脑残粉高级吗？除了尬吹一句“很姜文”还能夸出什么实质的东西？自以为是故作高深，连续两部烂片了，这还是那个《鬼子来了》的姜文吗？,较差,2018-07-13
245,Vi,上海,说一段相声，进一段剧情，上一阵打斗，来一场恋爱或风骚。姜文不遗余力展示自己爱妻家的身份，周韵任何时候都是圣洁的女神，其他女人都是春情满意的妖艳贱货，本质上来说姜文的字典里没有“尊重女性”四个字。,较差,2018-07-13
246,马小褂,北京,这片有多难看呢……宣发找我买微博电影打分，3000块，写个好评就行。没敢要。不是因为清高，但凡我要是能想出来怎么夸这钱我肯定拿呀。,较差,2018-07-13
247,柔光残血,辽宁葫芦岛,支持崔永元饰演的李天然复仇成功,力荐,2018-07-13
248,Annabelle,浙江宁波,姜文导演是认真在做电影，没有让人失望，另彭于晏证明自己除了肌肉还是有演技的,力荐,2018-07-13
249,似水年华,四川成都,亦正亦邪，黑色幽默，很有姜氏风格的一部电影。,推荐,2018-07-13
250,马克西姆斯,黑龙江哈尔滨,姜文自我膨胀到新境界的标杆式里程碑作品。各种夹带私货抖激灵到令人生厌的地步，大段大段跳跃撕裂剧情让人无所适从。谁说的这是一步之遥2.0？这明明是他妈的北洋三部曲之终章3：猜谁是我爹！ps：彭于晏的台湾腔和油腻表演简直是这部戏最大的败笔，动不动就露肉的意义何在？,还行,2018-07-13
251,小往大来,浙江杭州,"电影已经挺烂了😂
彭于晏都快40了，演技比电影更烂！！
可怕",很差,2018-07-13
252,凌案,关注此人,说实话，看一个小时就有点看不下去了。,还行,2018-07-13
253,纯韩,关注此人,看完这部电影真心觉得姜文老了,较差,2018-07-13
254,二月鸟语,北京,7.2/10，得去二刷！本质上是属于姜文的电影，有着属于他独特的那份灵气和才气，节奏畅快而且反类型，人物塑造干净利落，台词感觉很多应该是现场攅出来的，做到了极简，整个剧作充满了姜文式的任性，还好有何冀平前三稿剧本打底，把时代背景和北平的那些元素做的非常扎实，在此基础上姜文可以任意飞翔，不管飞多高，落下来也有夯实的地基罩着，片子里很多看似无用的段落都有姜文的小心思，大量的北平房顶俯视图，包括结局停留很久。除去钟楼和前面以及景山公园，一眼望去真是的“北平”，整个城市房顶都连成一片，地上是明争暗斗。房顶上才是真心面对真心的浪漫和真诚。,还行,2018-07-10
255,Pekingcat,北京,拍砸了 没什么好说的,较差,2018-07-13
256,王写写,北京,3.5。现在看十个新片得有九个三分。这部比以前玩的还脱，不觉得姜老越来越像昆汀了吗？尤其开篇半小时。照这么下去其实也不错，可到了后头基本一泻千里，结构和手法都散没了。讽影评人那个倒不反感，但这私货夹的很没必要。有佳句无佳章，不连贯的意象，欠收敛的文本。民国三部基本靠配乐连在一起了,还行,2018-07-13
257,柏林苍穹下,广西南宁,正不压邪，姜文赢了。,还行,2018-07-13
258,梦里诗书,关注此人,民国动乱的时代又一次成为了姜文用黑色幽默去一展世事荒诞的介质，而对昔日北平的追溯再现中，那股独出机杼的浪漫更是成为了电影颇具韵味的基色，《邪不压正》以一场复仇为引，在关乎家国的抉择间用成长所构建的故事，既忍俊不禁，也酣畅淋漓。,推荐,2018-07-10
259,璐璐,上海,观感像电影本身，别扭又奇怪。跟开了倍速一样，故事、情节、冲突一直马不停蹄地赶，又剪的特快，人物也处于高亢近乎疯癫的状态，有些桥段导演还故意做戏谑的设计让人不舒服。彭于晏那个角色选的不好写的也成问题。剧作越往后越散，你不知道他们要干嘛，反正就是打杀和吼。隐喻的价值被以上这些所拖累而大打折扣。另外，最不满意的是史航那个角色，他的作用除了单纯的揶揄甚至连功能性都称不上，真的很没意思。观赏性出来了，深刻那部分因为他的执拗而和大多数观众的距离拉远。,还行,2018-07-13
260,马克西姆斯,黑龙江哈尔滨,姜文自我膨胀到新境界的标杆式里程碑作品。各种夹带私货抖激灵到令人生厌的地步，大段大段跳跃撕裂剧情让人无所适从。谁说的这是一步之遥2.0？这明明是他妈的北洋三部曲之终章3：猜谁是我爹！ps：彭于晏的台湾腔和油腻表演简直是这部戏最大的败笔，动不动就露肉的意义何在？,还行,2018-07-13
261,小往大来,浙江杭州,"电影已经挺烂了😂
彭于晏都快40了，演技比电影更烂！！
可怕",很差,2018-07-13
262,凌案,关注此人,说实话，看一个小时就有点看不下去了。,还行,2018-07-13
263,纯韩,关注此人,看完这部电影真心觉得姜文老了,较差,2018-07-13
264,二月鸟语,北京,7.2/10，得去二刷！本质上是属于姜文的电影，有着属于他独特的那份灵气和才气，节奏畅快而且反类型，人物塑造干净利落，台词感觉很多应该是现场攅出来的，做到了极简，整个剧作充满了姜文式的任性，还好有何冀平前三稿剧本打底，把时代背景和北平的那些元素做的非常扎实，在此基础上姜文可以任意飞翔，不管飞多高，落下来也有夯实的地基罩着，片子里很多看似无用的段落都有姜文的小心思，大量的北平房顶俯视图，包括结局停留很久。除去钟楼和前面以及景山公园，一眼望去真是的“北平”，整个城市房顶都连成一片，地上是明争暗斗。房顶上才是真心面对真心的浪漫和真诚。,还行,2018-07-10
265,Pekingcat,北京,拍砸了 没什么好说的,较差,2018-07-13
266,王写写,北京,3.5。现在看十个新片得有九个三分。这部比以前玩的还脱，不觉得姜老越来越像昆汀了吗？尤其开篇半小时。照这么下去其实也不错，可到了后头基本一泻千里，结构和手法都散没了。讽影评人那个倒不反感，但这私货夹的很没必要。有佳句无佳章，不连贯的意象，欠收敛的文本。民国三部基本靠配乐连在一起了,还行,2018-07-13
267,柏林苍穹下,广西南宁,正不压邪，姜文赢了。,还行,2018-07-13
268,梦里诗书,关注此人,民国动乱的时代又一次成为了姜文用黑色幽默去一展世事荒诞的介质，而对昔日北平的追溯再现中，那股独出机杼的浪漫更是成为了电影颇具韵味的基色，《邪不压正》以一场复仇为引，在关乎家国的抉择间用成长所构建的故事，既忍俊不禁，也酣畅淋漓。,推荐,2018-07-10
269,璐璐,上海,观感像电影本身，别扭又奇怪。跟开了倍速一样，故事、情节、冲突一直马不停蹄地赶，又剪的特快，人物也处于高亢近乎疯癫的状态，有些桥段导演还故意做戏谑的设计让人不舒服。彭于晏那个角色选的不好写的也成问题。剧作越往后越散，你不知道他们要干嘛，反正就是打杀和吼。隐喻的价值被以上这些所拖累而大打折扣。另外，最不满意的是史航那个角色，他的作用除了单纯的揶揄甚至连功能性都称不上，真的很没意思。观赏性出来了，深刻那部分因为他的执拗而和大多数观众的距离拉远。,还行,2018-07-13
270,nothing纳森,北京,彭于晏的屁股还不错👌,null,2018-07-12
271,地球是我做的,北京,有人说这部是意识流向商业的妥协，但民国本就是对面的，有大清灭亡荒诞故事，也有七七前矛盾的总爆发-个人的矛盾映射着家国的矛盾，许晴演的出神入化的交际花就是西洋东洋结合的矛盾产物。大背景又反过来给个人最猛一击，无论好坏。廖凡这角儿也选对了，还有谁能比悬疑片成名的他更能驾驭矛盾本身呢？,力荐,2018-07-13
272,余小岛,上海,拧巴，非常拧巴，没想到姜文这么一个大气直接的人也有一天变得这么这么拧巴。不仅电影本身如此，就连他自己在片中饰演的蓝青峰也是如此，四面讨好，阴谋阳谋，反而四处不讨好，把本来一件很简单明了的事情搅和到这么复杂；而电影之外的姜文，一面想拍得让人看懂，一面又加进去太多小心机，导致节奏很奇怪，那些奇奇怪怪的宣发模式也一定程度上侧面印证了这一切。。当然这并不妨碍个人喜欢这部电影，童心未泯、肆意挥洒的姜文，一成百成，一败百败，大概这次是检验真粉的时候了。,推荐,2018-07-13
273,瓜瓜饼饼,"Lusaka, Zambia",姜式风格，满屏的糙老爷们气息。,还行,2018-07-14
274,与你走天涯,湖南长沙,看完后，我都不知道该怎么评价了！难道是电影太过高级了？,较差,2018-07-13
275,呆萌兔,四川成都,剧情比较流畅，台词幽默有内涵。,推荐,2018-07-14
276,我对你的无语简直能沉默整个宇宙,上海,……… 浪费五十块事小，浪费一百多分钟事大。,较差,2018-07-14
277,囧囧的蛋逼日经,北京,明明就是彭于晏廖凡姜文之间你杀我我杀你的简单故事，废话了2个小时也没白话清楚，许晴的角色除了卖骚没有任何存在的意义，彭于晏求你千万别开口，演哑剧我们都还能接受。总之，‘很姜文’？怕只是用剩菜包了个饺子。,很差,2018-07-13
278,肖恩恩恩恩肖,上海,"姜文真的好浪漫！周韵真的好美！彭于晏真的好适合这个角色！但真的演得很砸╮(￣▽￣"""")╭ PS，姜文审美真好，真好，真好。现在真正懂美的导演又敢于在电影院展示自己审美的不多了。",力荐,2018-07-14
279,大瘦瘦,北京,即便是我最后反着去解读，李天然被扎针后就魂游太虚了，那头躲子弹的神迹和屋顶上疯妈们的日常，弑师者真的就非朱潜龙，一个到处喜欢叫爸爸的精分患者，和那站着死的太监影评人，所以日本人是功能道具，电影走向抗日神剧就能说通了，甚至连CG感浓厚的屋顶世界和西安城楼充北平也不违和。解读即阉割！,较差,2018-07-14
280,nothing纳森,北京,彭于晏的屁股还不错👌,null,2018-07-12
281,地球是我做的,北京,有人说这部是意识流向商业的妥协，但民国本就是对面的，有大清灭亡荒诞故事，也有七七前矛盾的总爆发-个人的矛盾映射着家国的矛盾，许晴演的出神入化的交际花就是西洋东洋结合的矛盾产物。大背景又反过来给个人最猛一击，无论好坏。廖凡这角儿也选对了，还有谁能比悬疑片成名的他更能驾驭矛盾本身呢？,力荐,2018-07-13
282,余小岛,上海,拧巴，非常拧巴，没想到姜文这么一个大气直接的人也有一天变得这么这么拧巴。不仅电影本身如此，就连他自己在片中饰演的蓝青峰也是如此，四面讨好，阴谋阳谋，反而四处不讨好，把本来一件很简单明了的事情搅和到这么复杂；而电影之外的姜文，一面想拍得让人看懂，一面又加进去太多小心机，导致节奏很奇怪，那些奇奇怪怪的宣发模式也一定程度上侧面印证了这一切。。当然这并不妨碍个人喜欢这部电影，童心未泯、肆意挥洒的姜文，一成百成，一败百败，大概这次是检验真粉的时候了。,推荐,2018-07-13
283,瓜瓜饼饼,"Lusaka, Zambia",姜式风格，满屏的糙老爷们气息。,还行,2018-07-14
284,与你走天涯,湖南长沙,看完后，我都不知道该怎么评价了！难道是电影太过高级了？,较差,2018-07-13
285,呆萌兔,四川成都,剧情比较流畅，台词幽默有内涵。,推荐,2018-07-14
286,我对你的无语简直能沉默整个宇宙,上海,……… 浪费五十块事小，浪费一百多分钟事大。,较差,2018-07-14
287,囧囧的蛋逼日经,北京,明明就是彭于晏廖凡姜文之间你杀我我杀你的简单故事，废话了2个小时也没白话清楚，许晴的角色除了卖骚没有任何存在的意义，彭于晏求你千万别开口，演哑剧我们都还能接受。总之，‘很姜文’？怕只是用剩菜包了个饺子。,很差,2018-07-13
288,肖恩恩恩恩肖,上海,"姜文真的好浪漫！周韵真的好美！彭于晏真的好适合这个角色！但真的演得很砸╮(￣▽￣"""")╭ PS，姜文审美真好，真好，真好。现在真正懂美的导演又敢于在电影院展示自己审美的不多了。",力荐,2018-07-14
289,大瘦瘦,北京,即便是我最后反着去解读，李天然被扎针后就魂游太虚了，那头躲子弹的神迹和屋顶上疯妈们的日常，弑师者真的就非朱潜龙，一个到处喜欢叫爸爸的精分患者，和那站着死的太监影评人，所以日本人是功能道具，电影走向抗日神剧就能说通了，甚至连CG感浓厚的屋顶世界和西安城楼充北平也不违和。解读即阉割！,较差,2018-07-14
290,李濛Lemon,北京,观感好过《一步之遥》。这算是很直白浅显的姜文电影，搭出了商业类型片的框架，里面填充的却还是自嗨自恋的桥段，私货多，节奏乱，高潮戏拖沓，评论注定两极化。彭于晏其实挺有魅力的，但这个角色人物弧光不明显，性格缺乏层次，身为主角几乎无法推动剧情。屋顶戏很好看，感情戏有一种可爱的浪漫柔情。,推荐,2018-07-13
291,SL_Star,江苏无锡,"失败的男主选择，几场重头戏毫无表情眼神，演了个什么东西？！换个内地无口音有演技的可以打到9分
亲爱的导演们，观众想看有演技的男主不是有肌肉的男主好吗！！！演不出灵魂和魅力的男主脱光了我也不想看一眼",还行,2018-07-13
292,死鬼,上海,恕我欣赏不了,还行,2018-07-13
293,Wadjda,上海,侠隐里消逝的武林、消逝的北平之感都随风消逝了，取而代之的是属于姜文的屋顶上的北平，导演充分证明了对老婆的爱，与彭于晏对手戏份大幅减少不算，还硬生生取消了婚礼，哼！当然导演也很爱自己，老蓝加戏不少，其他夹带私货更是明枪四射；戏谑玩过了头，节奏跟春运赶火车似的，姜文您不是大爷么，悠着点来啊；书里老北京小吃饕餮盛宴到片里基本只剩饺子了啊不服,还行,2018-07-13
294,谢谢你们的鱼,北京,浪漫至死！自嗨至死！,力荐,2018-07-14
295,寒枝雀静,上海,D＋ / 又是一部塞再多解读也食之无味的姜文。以配乐作比喻，《太阳》中久石让用一段旋律作出了无数丰富变奏，而本片只是一个调子的呆板重复。钟楼之夜一段的落拓荒诞感仿佛将我召唤回了《太阳》，但之后影片并没有起飞，而是在类型框架里艰难打滚勉强推进完。三星半全给剪辑和几个特别流畅的长镜头。无论是电影市场还是艺术殿堂，留给姜文撒野的机会恐怕都已经不多了。,还行,2018-07-13
296,魏小河,广东深圳,逻辑混乱，人物支离碎片，整成一个滑稽剧了，心累,较差,2018-07-14
297,fushia,北京,这是啥？？姜文是有多想给别人当爸爸 硬生生把自己的角色改成了一个爹 彭于晏是在跑酷嘛 中间还有一段穿插了屋顶人猿泰山？？,较差,2018-07-13
298,关宏峰女朋友,浙江杭州,说的抗日神剧真的没说错......,很差,2018-07-13
299,食菠萝,"台中, 台湾",祝票房扑街。这是侮辱观众的智商。还特喵的作践影评人。,很差,2018-07-13
300,李濛Lemon,北京,观感好过《一步之遥》。这算是很直白浅显的姜文电影，搭出了商业类型片的框架，里面填充的却还是自嗨自恋的桥段，私货多，节奏乱，高潮戏拖沓，评论注定两极化。彭于晏其实挺有魅力的，但这个角色人物弧光不明显，性格缺乏层次，身为主角几乎无法推动剧情。屋顶戏很好看，感情戏有一种可爱的浪漫柔情。,推荐,2018-07-13
301,SL_Star,江苏无锡,"失败的男主选择，几场重头戏毫无表情眼神，演了个什么东西？！换个内地无口音有演技的可以打到9分
亲爱的导演们，观众想看有演技的男主不是有肌肉的男主好吗！！！演不出灵魂和魅力的男主脱光了我也不想看一眼",还行,2018-07-13
302,死鬼,上海,恕我欣赏不了,还行,2018-07-13
303,Wadjda,上海,侠隐里消逝的武林、消逝的北平之感都随风消逝了，取而代之的是属于姜文的屋顶上的北平，导演充分证明了对老婆的爱，与彭于晏对手戏份大幅减少不算，还硬生生取消了婚礼，哼！当然导演也很爱自己，老蓝加戏不少，其他夹带私货更是明枪四射；戏谑玩过了头，节奏跟春运赶火车似的，姜文您不是大爷么，悠着点来啊；书里老北京小吃饕餮盛宴到片里基本只剩饺子了啊不服,还行,2018-07-13
304,谢谢你们的鱼,北京,浪漫至死！自嗨至死！,力荐,2018-07-14
