year,month,day,hour,season,PM_China,PM_US
2013,7,25,1,2,44,36
2013,7,25,2,2,43,30
2013,7,25,3,2,16,18
2013,7,25,4,2,16,23
2013,7,25,5,2,15,18
2013,7,25,6,2,18,17
2013,7,25,7,2,23,18
2013,7,25,8,2,20,17
2013,7,25,9,2,23,24
2013,7,25,10,2,24,19
2013,7,25,11,2,28,22
2013,7,25,12,2,35,17
2013,7,25,13,2,35,20
2013,7,25,14,2,47,30
2013,7,25,15,2,60,32
2013,7,25,16,2,63,30
2013,7,25,17,2,97,48
2013,7,25,18,2,120,74
2013,7,25,19,2,95,66
2013,7,25,20,2,88,69
2013,7,25,21,2,70,53
2013,7,25,22,2,61,49
2013,7,25,23,2,53,43
2013,7,26,0,2,48,42
2013,7,26,1,2,51,40
2013,7,26,2,2,43,32
2013,7,26,3,2,47,41
2013,7,26,4,2,48,40
2013,7,26,5,2,53,41
2013,7,26,6,2,62,55
2013,7,26,7,2,66,55
2013,7,26,8,2,67,54
2013,7,26,9,2,71,53
2013,7,26,10,2,71,56
2013,7,26,11,2,78,59
2013,7,26,12,2,52,46
2013,7,26,13,2,61,56
2013,7,26,14,2,73,71
2013,7,26,15,2,86,69
2013,7,26,16,2,75,56
2013,7,26,17,2,69,56
2013,7,26,18,2,75,62
2013,7,26,19,2,80,66
2013,7,26,20,2,83,62
2013,7,26,21,2,78,71
2013,7,26,22,2,79,71
2013,7,26,23,2,87,74
2013,7,27,0,2,109,85
2013,7,27,1,2,109,76
2013,7,27,2,2,102,80
2013,7,27,3,2,108,83
2013,7,27,4,2,108,89
2013,7,27,5,2,105,87
2013,7,27,6,2,99,90
2013,7,27,7,2,100,88
2013,7,27,8,2,NA,80
2013,7,27,9,2,NA,87
2013,7,27,10,2,NA,88
2013,7,27,11,2,NA,94
2013,7,27,12,2,NA,103
2013,7,27,13,2,NA,104
2013,7,27,14,2,NA,118
2013,7,27,15,2,NA,119
2013,7,27,16,2,NA,112
2013,7,27,17,2,185,128
2013,7,27,18,2,NA,149
2013,7,27,19,2,NA,145
2013,7,27,20,2,NA,164
2013,7,27,21,2,NA,156
2013,7,27,22,2,NA,179
2013,7,27,23,2,NA,171
2013,7,28,0,2,NA,178
2013,7,28,1,2,NA,138
2013,7,28,2,2,NA,141
2013,7,28,3,2,NA,131
2013,7,28,4,2,NA,103
2013,7,28,5,2,NA,89
2013,7,28,6,2,NA,93
2013,7,28,7,2,NA,62
2013,7,28,8,2,NA,48
2013,7,28,9,2,NA,32
2013,7,28,10,2,NA,32
2013,7,28,11,2,43,23
2013,7,28,12,2,NA,20
2013,7,28,13,2,NA,28
2013,7,28,14,2,NA,20
2013,7,28,15,2,NA,22
2013,7,28,16,2,NA,31
2013,7,28,17,2,NA,25
2013,7,28,18,2,NA,26
2013,7,28,19,2,NA,27
2013,7,28,20,2,NA,30
2013,7,28,21,2,NA,33
2013,7,28,22,2,NA,33
2013,7,28,23,2,NA,36
2013,7,29,0,2,NA,38
2013,7,29,1,2,NA,49
2013,7,29,2,2,27,91
2013,7,29,3,2,NA,79
2013,7,29,4,2,NA,72
2013,7,29,5,2,NA,69
2013,7,29,6,2,NA,70
2013,7,29,7,2,NA,74
2013,7,29,8,2,NA,76
2013,7,29,9,2,NA,81
2013,7,29,10,2,NA,87
2013,7,29,11,2,NA,78
2013,7,29,12,2,NA,69
2013,7,29,13,2,NA,84
2013,7,29,14,2,NA,55
2013,7,29,15,2,NA,54
2013,7,29,16,2,NA,53
2013,7,29,17,2,NA,40
2013,7,29,18,2,NA,50
2013,7,29,19,2,NA,60
2013,7,29,20,2,NA,59
2013,7,29,21,2,NA,70
2013,7,29,22,2,NA,98
2013,7,29,23,2,NA,106
2013,7,30,0,2,NA,99
2013,7,30,1,2,NA,96
2013,7,30,2,2,NA,115
2013,7,30,3,2,NA,77
2013,7,30,4,2,NA,125
2013,7,30,5,2,NA,128
2013,7,30,6,2,NA,135
2013,7,30,7,2,NA,139
2013,7,30,8,2,NA,142
2013,7,30,9,2,206,132
2013,7,30,10,2,175,104
2013,7,30,11,2,202,114
2013,7,30,12,2,237,128
2013,7,30,13,2,237,96
2013,7,30,14,2,126,69
2013,7,30,15,2,134,65
2013,7,30,16,2,119,55
2013,7,30,17,2,129,51
2013,7,30,18,2,222,74
2013,7,30,19,2,222,99
2013,7,30,20,2,NA,99
2013,7,30,21,2,NA,82
2013,7,30,22,2,NA,96
2013,7,30,23,2,NA,76
2013,7,31,0,2,NA,18
2013,7,31,1,2,NA,19
2013,7,31,2,2,NA,22
2013,7,31,3,2,NA,20
2013,7,31,4,2,NA,20
2013,7,31,5,2,NA,25
2013,7,31,6,2,NA,29
2013,7,31,7,2,NA,40
2013,7,31,8,2,NA,34
2013,7,31,9,2,NA,34
2013,7,31,10,2,43,42
2013,7,31,11,2,44,35
2013,7,31,12,2,36,47
2013,7,31,13,2,74,54
2013,7,31,14,2,118,67
2013,7,31,15,2,119,69
2013,7,31,16,2,111,81
2013,7,31,17,2,112,88
2013,7,31,18,2,133,106
2013,7,31,19,2,98,85
2013,7,31,20,2,NA,31
2013,7,31,21,2,12,24
2013,7,31,22,2,15,33
2013,7,31,23,2,26,36
2013,8,1,0,2,8,36
2013,8,1,1,2,14,31
2013,8,1,2,2,21,31
2013,8,1,3,2,21,38
2013,8,1,4,2,10,42
2013,8,1,5,2,7,37
2013,8,1,6,2,4,34
2013,8,1,7,2,3,39
2013,8,1,8,2,3,42
2013,8,1,9,2,3,41
2013,8,1,10,2,NA,39
2013,8,1,11,2,NA,42
2013,8,1,12,2,NA,45
2013,8,1,13,2,NA,39
2013,8,1,14,2,NA,46
2013,8,1,15,2,11,42
2013,8,1,16,2,17,45
2013,8,1,17,2,3,56
2013,8,1,18,2,3,62
2013,8,1,19,2,44,59
2013,8,1,20,2,60,55
2013,8,1,21,2,56,68
2013,8,1,22,2,72,73
2013,8,1,23,2,94,76
2013,8,2,0,2,85,80
2013,8,2,1,2,94,84
2013,8,2,2,2,92,90
2013,8,2,3,2,75,79
2013,8,2,4,2,75,69
2013,8,2,5,2,48,63
2013,8,2,6,2,48,61
2013,8,2,7,2,43,55
2013,8,2,8,2,61,65
2013,8,2,9,2,72,68
2013,8,2,10,2,79,74
2013,8,2,11,2,79,72
2013,8,2,12,2,78,70
2013,8,2,13,2,88,81
2013,8,2,14,2,87,88
2013,8,2,15,2,102,89
2013,8,2,16,2,96,107
2013,8,2,17,2,101,102
2013,8,2,18,2,101,48
2013,8,2,19,2,NA,47
2013,8,2,20,2,3,36
2013,8,2,21,2,3,38
2013,8,2,22,2,18,61
2013,8,2,23,2,18,32
2013,8,3,0,2,3,32
2013,8,3,1,2,3,26
2013,8,3,2,2,3,19
2013,8,3,3,2,3,25
2013,8,3,4,2,16,38
2013,8,3,5,2,20,27
2013,8,3,6,2,4,18
2013,8,3,7,2,17,21
2013,8,3,8,2,23,26
2013,8,3,9,2,28,25
2013,8,3,10,2,42,25
2013,8,3,11,2,50,28
2013,8,3,12,2,54,32
2013,8,3,13,2,54,28
2013,8,3,14,2,33,28
2013,8,3,15,2,51,27
2013,8,3,16,2,53,30
2013,8,3,17,2,55,29
2013,8,3,18,2,57,37
2013,8,3,19,2,41,55
2013,8,3,20,2,51,62
2013,8,3,21,2,53,57
2013,8,3,22,2,61,63
2013,8,3,23,2,72,76
2013,8,4,0,2,80,75
2013,8,4,1,2,82,84
2013,8,4,2,2,97,90
2013,8,4,3,2,109,86
2013,8,4,4,2,92,100
2013,8,4,5,2,87,103
2013,8,4,6,2,86,109
2013,8,4,7,2,104,110
2013,8,4,8,2,118,107
2013,8,4,9,2,80,63
2013,8,4,10,2,80,66
2013,8,4,11,2,68,58
2013,8,4,12,2,95,76
2013,8,4,13,2,99,80
2013,8,4,14,2,121,75
2013,8,4,15,2,120,62
2013,8,4,16,2,169,96
2013,8,4,17,2,173,122
2013,8,4,18,2,229,169
2013,8,4,19,2,172,144
2013,8,4,20,2,19,21
2013,8,4,21,2,4,21
2013,8,4,22,2,7,28
2013,8,4,23,2,3,31
2013,8,5,0,2,24,38
2013,8,5,1,2,25,42
2013,8,5,2,2,28,48
2013,8,5,3,2,31,54
2013,8,5,4,2,31,62
2013,8,5,5,2,NA,50
2013,8,5,6,2,NA,55
2013,8,5,7,2,20,46
2013,8,5,8,2,24,39
2013,8,5,9,2,37,35
2013,8,5,10,2,17,35
2013,8,5,11,2,27,35
2013,8,5,12,2,24,41
2013,8,5,13,2,41,41
2013,8,5,14,2,3,46
2013,8,5,15,2,3,54
2013,8,5,16,2,3,57
2013,8,5,17,2,NA,55
2013,8,5,18,2,NA,43
2013,8,5,19,2,NA,34
2013,8,5,20,2,NA,40
2013,8,5,21,2,NA,39
2013,8,5,22,2,NA,46
2013,8,5,23,2,NA,55
2013,8,6,0,2,NA,69
2013,8,6,1,2,NA,71
2013,8,6,2,2,NA,80
2013,8,6,3,2,NA,86
2013,8,6,4,2,NA,90
2013,8,6,5,2,NA,94
2013,8,6,6,2,NA,116
2013,8,6,7,2,NA,124
2013,8,6,8,2,NA,130
2013,8,6,9,2,244,139
2013,8,6,10,2,233,127
2013,8,6,11,2,233,130
2013,8,6,12,2,NA,143
2013,8,6,13,2,230,138
2013,8,6,14,2,215,130
2013,8,6,15,2,182,128
2013,8,6,16,2,160,122
2013,8,6,17,2,164,128
2013,8,6,18,2,203,147
2013,8,6,19,2,313,154
2013,8,6,20,2,330,168
2013,8,6,21,2,308,169
2013,8,6,22,2,317,177
2013,8,6,23,2,256,151
2013,8,7,0,2,43,36
2013,8,7,1,2,33,40
2013,8,7,2,2,33,33
2013,8,7,3,2,NA,37
2013,8,7,4,2,NA,48
2013,8,7,5,2,NA,43
2013,8,7,6,2,NA,45
2013,8,7,7,2,NA,43
2013,8,7,8,2,105,39
2013,8,7,9,2,137,37
2013,8,7,10,2,108,43
2013,8,7,11,2,108,34
2013,8,7,12,2,NA,24
2013,8,7,13,2,27,27
2013,8,7,14,2,4,26
2013,8,7,15,2,3,19
2013,8,7,16,2,3,18
2013,8,7,17,2,3,23
2013,8,7,18,2,3,23
2013,8,7,19,2,3,32
2013,8,7,20,2,3,23
2013,8,7,21,2,3,23
2013,8,7,22,2,3,16
2013,8,7,23,2,3,21
2013,8,8,0,2,3,18
2013,8,8,1,2,3,20
2013,8,8,2,2,3,20
2013,8,8,3,2,3,17
2013,8,8,4,2,3,19
2013,8,8,5,2,3,21
2013,8,8,6,2,3,22
2013,8,8,7,2,3,29
2013,8,8,8,2,3,41
2013,8,8,9,2,27,33
2013,8,8,10,2,44,27
2013,8,8,11,2,40,35
2013,8,8,12,2,77,36
2013,8,8,13,2,78,37
2013,8,8,14,2,500,31
2013,8,8,15,2,162,34
2013,8,8,16,2,128,30
2013,8,8,17,2,84,31
2013,8,8,18,2,32,50
2013,8,8,19,2,3,59
2013,8,8,20,2,3,58
2013,8,8,21,2,12,27
2013,8,8,22,2,72,50
2013,8,8,23,2,37,30
2013,8,9,0,2,32,31
2013,8,9,1,2,44,26
2013,8,9,2,2,27,24
2013,8,9,3,2,17,31
2013,8,9,4,2,18,23
2013,8,9,5,2,12,29
2013,8,9,6,2,29,26
2013,8,9,7,2,46,28
2013,8,9,8,2,46,22
2013,8,9,9,2,29,29
2013,8,9,10,2,52,28
2013,8,9,11,2,50,32
2013,8,9,12,2,73,38
2013,8,9,13,2,88,42
2013,8,9,14,2,5,36
2013,8,9,15,2,3,40
2013,8,9,16,2,3,36
2013,8,9,17,2,3,41
2013,8,9,18,2,61,43
2013,8,9,19,2,76,49
2013,8,9,20,2,78,60
2013,8,9,21,2,50,65
2013,8,9,22,2,66,56
2013,8,9,23,2,60,61
2013,8,10,0,2,73,96
2013,8,10,1,2,32,101
2013,8,10,2,2,80,101
2013,8,10,3,2,82,62
2013,8,10,4,2,45,54
2013,8,10,5,2,29,42
2013,8,10,6,2,27,45
2013,8,10,7,2,3,39
2013,8,10,8,2,3,46
2013,8,10,9,2,42,62
2013,8,10,10,2,53,104
2013,8,10,11,2,3,115
2013,8,10,12,2,186,117
2013,8,10,13,2,225,113
2013,8,10,14,2,133,128
2013,8,10,15,2,47,132
2013,8,10,16,2,252,116
2013,8,10,17,2,252,93
2013,8,10,18,2,196,100
2013,8,10,19,2,169,111
2013,8,10,20,2,151,109
2013,8,10,21,2,128,93
2013,8,10,22,2,55,80
2013,8,10,23,2,14,74
2013,8,11,0,2,77,70
2013,8,11,1,2,101,80
2013,8,11,2,2,168,106
2013,8,11,3,2,244,141
2013,8,11,4,2,270,172
2013,8,11,5,2,261,178
2013,8,11,6,2,271,203
2013,8,11,7,2,294,208
2013,8,11,8,2,500,175
2013,8,11,9,2,138,180
2013,8,11,10,2,282,194
2013,8,11,11,2,268,161
2013,8,11,12,2,285,176
2013,8,11,13,2,294,167
2013,8,11,14,2,235,143
2013,8,11,15,2,186,127
2013,8,11,16,2,110,55
2013,8,11,17,2,3,47
2013,8,11,18,2,3,58
2013,8,11,19,2,3,62
2013,8,11,20,2,88,57
2013,8,11,21,2,113,58
2013,8,11,22,2,123,60
2013,8,11,23,2,118,57
2013,8,12,0,2,130,61
2013,8,12,1,2,123,67
2013,8,12,2,2,113,56
2013,8,12,3,2,100,48
2013,8,12,4,2,97,42
2013,8,12,5,2,97,38
2013,8,12,6,2,103,42
2013,8,12,7,2,97,51
2013,8,12,8,2,108,50
2013,8,12,9,2,147,48
2013,8,12,10,2,3,56
2013,8,12,11,2,3,47
2013,8,12,12,2,98,50
2013,8,12,13,2,82,53
2013,8,12,14,2,89,47
2013,8,12,15,2,88,51
2013,8,12,16,2,98,49
2013,8,12,17,2,45,53
2013,8,12,18,2,40,50
2013,8,12,19,2,65,57
2013,8,12,20,2,101,63
2013,8,12,21,2,43,64
2013,8,12,22,2,38,77
2013,8,12,23,2,66,82
2013,8,13,0,2,103,87
2013,8,13,1,2,112,90
2013,8,13,2,2,97,82
2013,8,13,3,2,86,69
2013,8,13,4,2,65,63
2013,8,13,5,2,68,73
2013,8,13,6,2,68,77
2013,8,13,7,2,128,78
2013,8,13,8,2,139,76
2013,8,13,9,2,173,69
2013,8,13,10,2,170,64
2013,8,13,11,2,76,76
2013,8,13,12,2,153,77
2013,8,13,13,2,138,78
2013,8,13,14,2,137,78
2013,8,13,15,2,137,88
2013,8,13,16,2,NA,89
2013,8,13,17,2,NA,96
2013,8,13,18,2,201,95
2013,8,13,19,2,192,92
2013,8,13,20,2,196,95
2013,8,13,21,2,200,96
2013,8,13,22,2,127,36
2013,8,13,23,2,51,49
2013,8,14,0,2,85,73
2013,8,14,1,2,115,51
2013,8,14,2,2,86,41
2013,8,14,3,2,94,45
2013,8,14,4,2,107,54
2013,8,14,5,2,112,65
2013,8,14,6,2,95,53
2013,8,14,7,2,68,29
2013,8,14,8,2,100,42
2013,8,14,9,2,87,66
2013,8,14,10,2,181,65
2013,8,14,11,2,160,58
2013,8,14,12,2,500,58
2013,8,14,13,2,158,49
2013,8,14,14,2,175,59
2013,8,14,15,2,184,69
2013,8,14,16,2,158,80
2013,8,14,17,2,168,87
2013,8,14,18,2,161,80
2013,8,14,19,2,157,84
2013,8,14,20,2,170,88
2013,8,14,21,2,151,77
2013,8,14,22,2,129,69
2013,8,14,23,2,103,57
2013,8,15,0,2,104,61
2013,8,15,1,2,120,66
2013,8,15,2,2,133,72
2013,8,15,3,2,140,70
2013,8,15,4,2,133,78
2013,8,15,5,2,137,79
2013,8,15,6,2,151,79
2013,8,15,7,2,147,77
2013,8,15,8,2,162,76
2013,8,15,9,2,179,86
2013,8,15,10,2,194,91
2013,8,15,11,2,176,90
2013,8,15,12,2,182,94
2013,8,15,13,2,201,101
2013,8,15,14,2,196,105
2013,8,15,15,2,213,109
2013,8,15,16,2,253,115
2013,8,15,17,2,250,139
2013,8,15,18,2,298,142
2013,8,15,19,2,301,151
2013,8,15,20,2,302,164
2013,8,15,21,2,300,160
2013,8,15,22,2,309,160
2013,8,15,23,2,413,179
2013,8,16,0,2,176,55
2013,8,16,1,2,123,60
2013,8,16,2,2,151,65
2013,8,16,3,2,144,61
2013,8,16,4,2,116,60
2013,8,16,5,2,135,57
2013,8,16,6,2,59,68
2013,8,16,7,2,76,75
2013,8,16,8,2,172,83
2013,8,16,9,2,192,96
2013,8,16,10,2,192,111
2013,8,16,11,2,NA,98
2013,8,16,12,2,NA,102
2013,8,16,13,2,151,117
2013,8,16,14,2,231,127
2013,8,16,15,2,251,136
2013,8,16,16,2,246,140
2013,8,16,17,2,232,154
2013,8,16,18,2,226,143
2013,8,16,19,2,229,145
2013,8,16,20,2,232,148
2013,8,16,21,2,233,154
2013,8,16,22,2,222,150
2013,8,16,23,2,226,155
2013,8,17,0,2,223,157
2013,8,17,1,2,167,145
2013,8,17,2,2,221,113
2013,8,17,3,2,118,40
2013,8,17,4,2,41,24
2013,8,17,5,2,7,26
2013,8,17,6,2,12,21
2013,8,17,7,2,12,24
2013,8,17,8,2,20,25
2013,8,17,9,2,21,32
2013,8,17,10,2,27,39
2013,8,17,11,2,36,42
2013,8,17,12,2,41,29
2013,8,17,13,2,43,29
2013,8,17,14,2,40,27
2013,8,17,15,2,27,24
2013,8,17,16,2,11,20
2013,8,17,17,2,5,18
2013,8,17,18,2,3,18
2013,8,17,19,2,3,17
2013,8,17,20,2,3,13
2013,8,17,21,2,3,17
2013,8,17,22,2,3,17
2013,8,17,23,2,3,16
2013,8,18,0,2,3,9
2013,8,18,1,2,3,13
2013,8,18,2,2,3,9
2013,8,18,3,2,15,15
2013,8,18,4,2,19,18
2013,8,18,5,2,16,13
2013,8,18,6,2,11,11
2013,8,18,7,2,11,10
2013,8,18,8,2,18,16
2013,8,18,9,2,9,13
2013,8,18,10,2,15,11
2013,8,18,11,2,10,12
2013,8,18,12,2,7,12
2013,8,18,13,2,15,10
2013,8,18,14,2,3,16
2013,8,18,15,2,3,15
2013,8,18,16,2,31,18
2013,8,18,17,2,39,22
2013,8,18,18,2,38,20
2013,8,18,19,2,35,27
2013,8,18,20,2,24,21
2013,8,18,21,2,30,26
2013,8,18,22,2,34,27
2013,8,18,23,2,34,NA
2013,8,19,0,2,46,44
2013,8,19,1,2,58,39
2013,8,19,2,2,78,36
2013,8,19,3,2,44,29
2013,8,19,4,2,34,22
2013,8,19,5,2,28,20
2013,8,19,6,2,25,18
2013,8,19,7,2,24,19
2013,8,19,8,2,24,17
2013,8,19,9,2,26,21
2013,8,19,10,2,26,17
2013,8,19,11,2,21,19
2013,8,19,12,2,16,14
2013,8,19,13,2,15,17
2013,8,19,14,2,3,8
2013,8,19,15,2,3,12
2013,8,19,16,2,24,17
2013,8,19,17,2,39,25
2013,8,19,18,2,49,36
2013,8,19,19,2,43,27
2013,8,19,20,2,35,33
2013,8,19,21,2,35,40
2013,8,19,22,2,42,48
2013,8,19,23,2,49,41
2013,8,20,0,2,62,57
2013,8,20,1,2,67,70
2013,8,20,2,2,124,69
2013,8,20,3,2,51,76
2013,8,20,4,2,66,92
2013,8,20,5,2,85,116
2013,8,20,6,2,99,122
2013,8,20,7,2,105,120
2013,8,20,8,2,NA,118
2013,8,20,9,2,108,108
2013,8,20,10,2,104,98
2013,8,20,11,2,64,91
2013,8,20,12,2,48,92
2013,8,20,13,2,48,70
2013,8,20,14,2,15,63
2013,8,20,15,2,9,66
2013,8,20,16,2,3,75
2013,8,20,17,2,56,104
2013,8,20,18,2,125,105
2013,8,20,19,2,55,109
2013,8,20,20,2,101,110
2013,8,20,21,2,107,123
2013,8,20,22,2,110,115
2013,8,20,23,2,101,NA
2013,8,21,0,2,107,118
2013,8,21,1,2,106,117
2013,8,21,2,2,99,111
2013,8,21,3,2,101,113
2013,8,21,4,2,113,120
2013,8,21,5,2,105,118
2013,8,21,6,2,92,140
2013,8,21,7,2,92,117
2013,8,21,8,2,103,118
2013,8,21,9,2,115,121
2013,8,21,10,2,107,109
2013,8,21,11,2,86,112
2013,8,21,12,2,101,101
2013,8,21,13,2,81,95
2013,8,21,14,2,81,85
2013,8,21,15,2,NA,69
2013,8,21,16,2,3,61
2013,8,21,17,2,3,72
2013,8,21,18,2,3,74
2013,8,21,19,2,3,73
2013,8,21,20,2,3,90
2013,8,21,21,2,3,93
2013,8,21,22,2,3,90
2013,8,21,23,2,18,106
2013,8,22,0,2,22,97
2013,8,22,1,2,40,98
2013,8,22,2,2,40,116
2013,8,22,3,2,43,144
2013,8,22,4,2,59,NA
2013,8,22,5,2,35,143
2013,8,22,6,2,32,140
2013,8,22,7,2,28,117
2013,8,22,8,2,26,108
2013,8,22,9,2,59,119
2013,8,22,10,2,59,115
2013,8,22,11,2,60,115
2013,8,22,12,2,76,123
2013,8,22,13,2,71,NA
2013,8,22,14,2,67,NA
2013,8,22,15,2,110,127
2013,8,22,16,2,116,139
2013,8,22,17,2,122,128
2013,8,22,18,2,98,105
2013,8,22,19,2,86,117
2013,8,22,20,2,91,123
2013,8,22,21,2,119,141
2013,8,22,22,2,147,121
2013,8,22,23,2,147,110
2013,8,23,0,2,121,116
2013,8,23,1,2,108,148
2013,8,23,2,2,114,150
2013,8,23,3,2,104,114
2013,8,23,4,2,65,89
2013,8,23,5,2,22,72
2013,8,23,6,2,NA,97
2013,8,23,7,2,NA,77
2013,8,23,8,2,NA,77
2013,8,23,9,2,35,68
2013,8,23,10,2,38,59
2013,8,23,11,2,34,35
2013,8,23,12,2,23,26
2013,8,23,13,2,3,5
2013,8,23,14,2,3,12
2013,8,23,15,2,3,15
2013,8,23,16,2,15,18
2013,8,23,17,2,15,18
2013,8,23,18,2,21,19
2013,8,23,19,2,28,23
2013,8,23,20,2,23,36
2013,8,23,21,2,31,43
2013,8,23,22,2,32,39
2013,8,23,23,2,50,44
2013,8,24,0,2,52,73
2013,8,24,1,2,78,85
2013,8,24,2,2,91,81
2013,8,24,3,2,65,64
2013,8,24,4,2,48,54
2013,8,24,5,2,51,38
2013,8,24,6,2,25,27
2013,8,24,7,2,31,31
2013,8,24,8,2,29,31
2013,8,24,9,2,25,22
2013,8,24,10,2,23,22
2013,8,24,11,2,19,20
2013,8,24,12,2,6,22
2013,8,24,13,2,3,11
2013,8,24,14,2,16,11
2013,8,24,15,2,42,11
2013,8,24,16,2,17,18
2013,8,24,17,2,22,17
2013,8,24,18,2,26,39
2013,8,24,19,2,47,50
2013,8,24,20,2,52,47
2013,8,24,21,2,41,49
2013,8,24,22,2,47,52
2013,8,24,23,2,58,70
2013,8,25,0,2,70,95
2013,8,25,1,2,102,101
2013,8,25,2,2,70,59
2013,8,25,3,2,65,54
2013,8,25,4,2,47,47
2013,8,25,5,2,45,28
2013,8,25,6,2,31,31
2013,8,25,7,2,25,26
2013,8,25,8,2,25,29
2013,8,25,9,2,30,27
2013,8,25,10,2,32,29
2013,8,25,11,2,30,27
2013,8,25,12,2,30,33
2013,8,25,13,2,38,31
2013,8,25,14,2,45,44
2013,8,25,15,2,43,38
2013,8,25,16,2,38,37
2013,8,25,17,2,31,42
2013,8,25,18,2,28,37
2013,8,25,19,2,33,45
2013,8,25,20,2,37,41
2013,8,25,21,2,38,50
2013,8,25,22,2,34,49
2013,8,25,23,2,47,51
2013,8,26,0,2,50,53
2013,8,26,1,2,54,62
2013,8,26,2,2,58,65
2013,8,26,3,2,66,74
2013,8,26,4,2,76,74
2013,8,26,5,2,53,57
2013,8,26,6,2,47,50
2013,8,26,7,2,55,50
2013,8,26,8,2,37,37
2013,8,26,9,2,25,23
2013,8,26,10,2,18,16
2013,8,26,11,2,17,13
2013,8,26,12,2,18,16
2013,8,26,13,2,29,30
2013,8,26,14,2,33,30
2013,8,26,15,2,40,38
2013,8,26,16,2,79,75
2013,8,26,17,2,131,121
2013,8,26,18,2,107,98
2013,8,26,19,2,92,84
2013,8,26,20,2,76,71
2013,8,26,21,2,45,55
2013,8,26,22,2,55,50
2013,8,26,23,2,59,59
2013,8,27,0,2,57,57
2013,8,27,1,2,49,51
2013,8,27,2,2,44,47
2013,8,27,3,2,47,51
2013,8,27,4,2,53,51
2013,8,27,5,2,53,51
2013,8,27,6,2,53,56
2013,8,27,7,2,57,57
2013,8,27,8,2,56,59
2013,8,27,9,2,58,60
2013,8,27,10,2,68,62
2013,8,27,11,2,63,65
2013,8,27,12,2,70,60
2013,8,27,13,2,76,65
2013,8,27,14,2,73,67
2013,8,27,15,2,62,61
2013,8,27,16,2,51,54
2013,8,27,17,2,50,50
2013,8,27,18,2,44,48
2013,8,27,19,2,44,46
2013,8,27,20,2,53,55
2013,8,27,21,2,47,44
2013,8,27,22,2,44,38
2013,8,27,23,2,34,33
2013,8,28,0,2,36,37
2013,8,28,1,2,31,39
2013,8,28,2,2,41,40
2013,8,28,3,2,47,49
2013,8,28,4,2,55,57
2013,8,28,5,2,57,54
2013,8,28,6,2,43,60
2013,8,28,7,2,65,68
2013,8,28,8,2,58,69
2013,8,28,9,2,74,75
2013,8,28,10,2,68,84
2013,8,28,11,2,103,103
2013,8,28,12,2,100,94
2013,8,28,13,2,100,81
2013,8,28,14,2,100,75
2013,8,28,15,2,99,85
2013,8,28,16,2,84,74
2013,8,28,17,2,91,75
2013,8,28,18,2,89,72
2013,8,28,19,2,104,85
2013,8,28,20,2,123,101
2013,8,28,21,2,122,112
2013,8,28,22,2,137,116
2013,8,28,23,2,134,124
2013,8,29,0,2,142,124
2013,8,29,1,2,135,113
2013,8,29,2,2,110,118
2013,8,29,3,2,103,106
2013,8,29,4,2,79,73
2013,8,29,5,2,14,16
2013,8,29,6,2,12,20
2013,8,29,7,2,10,14
2013,8,29,8,2,11,16
2013,8,29,9,2,9,12
2013,8,29,10,2,5,9
2013,8,29,11,2,3,11
2013,8,29,12,2,3,9
2013,8,29,13,2,6,10
2013,8,29,14,2,5,9
2013,8,29,15,2,5,7
2013,8,29,16,2,6,10
2013,8,29,17,2,4,8
2013,8,29,18,2,5,12
2013,8,29,19,2,4,15
2013,8,29,20,2,10,12
2013,8,29,21,2,10,16
2013,8,29,22,2,12,14
2013,8,29,23,2,10,14
2013,8,30,0,2,5,8
2013,8,30,1,2,7,10
2013,8,30,2,2,9,10
2013,8,30,3,2,10,9
2013,8,30,4,2,6,6
2013,8,30,5,2,7,10
2013,8,30,6,2,3,13
2013,8,30,7,2,3,13
2013,8,30,8,2,5,16
2013,8,30,9,2,6,13
2013,8,30,10,2,9,10
2013,8,30,11,2,7,9
2013,8,30,12,2,3,NA
2013,8,30,13,2,4,NA
2013,8,30,14,2,3,NA
2013,8,30,15,2,3,NA
2013,8,30,16,2,7,10
2013,8,30,17,2,6,13
2013,8,30,18,2,12,18
2013,8,30,19,2,35,34
2013,8,30,20,2,41,36
2013,8,30,21,2,41,33
2013,8,30,22,2,25,31
2013,8,30,23,2,24,34
2013,8,31,0,2,31,49
2013,8,31,1,2,26,35
2013,8,31,2,2,47,43
2013,8,31,3,2,57,39
2013,8,31,4,2,56,30
2013,8,31,5,2,72,18
2013,8,31,6,2,48,21
2013,8,31,7,2,22,25
2013,8,31,8,2,26,27
2013,8,31,9,2,19,19
2013,8,31,10,2,11,13
2013,8,31,11,2,11,12
2013,8,31,12,2,10,10
2013,8,31,13,2,9,10
2013,8,31,14,2,12,14
2013,8,31,15,2,12,15
2013,8,31,16,2,18,18
2013,8,31,17,2,17,21
2013,8,31,18,2,11,16
2013,8,31,19,2,16,24
2013,8,31,20,2,15,17
2013,8,31,21,2,17,22
2013,8,31,22,2,29,38
2013,8,31,23,2,50,55
2013,9,1,0,3,68,76
2013,9,1,1,3,66,73
2013,9,1,2,3,49,55
2013,9,1,3,3,42,39
2013,9,1,4,3,36,37
2013,9,1,5,3,27,40
2013,9,1,6,3,42,42
2013,9,1,7,3,36,39
2013,9,1,8,3,30,35
2013,9,1,9,3,25,33
2013,9,1,10,3,29,31
2013,9,1,11,3,35,35
